platform_id,name,alternative_name,platform_logo,slug,url,generation,platform_family,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Dragon 32/64,,302,dragon-32-slash-64,https://www.igdb.com/platforms/dragon-32-slash-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,DUPLICATE Stadia,,,duplicate-stadia,https://www.igdb.com/platforms/duplicate-stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,DVD Player,Digital Versatile Disc Player,426,dvd-player,https://www.igdb.com/platforms/dvd-player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,EDSAC,Electronic Delay Storage Automatic Calculator,389,edsac--1,https://www.igdb.com/platforms/edsac--1,,,edsac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Epoch Cassette Vision,,,epoch-cassette-vision,https://www.igdb.com/platforms/epoch-cassette-vision,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Epoch Super Cassette Vision,YENO Super Cassette Vision,,epoch-super-cassette-vision,https://www.igdb.com/platforms/epoch-super-cassette-vision,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Evercade,,528,evercade,https://www.igdb.com/platforms/evercade,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Exidy Sorcerer,,,exidy-sorcerer,https://www.igdb.com/platforms/exidy-sorcerer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Fairchild Channel F,,316,fairchild-channel-f,https://www.igdb.com/platforms/fairchild-channel-f,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Ferranti Nimrod Computer,,386,nimrod,https://www.igdb.com/platforms/nimrod,,,nimrod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,FM Towns,,365,fm-towns,https://www.igdb.com/platforms/fm-towns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,FM-7,Fujitsu Micro 7,538,fm-7,https://www.igdb.com/platforms/fm-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Gamate,Super Boy,627,gamate,https://www.igdb.com/platforms/gamate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Game.com,Tiger Game.com,596,game-dot-com,https://www.igdb.com/platforms/game-dot-com,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Gear VR,Samsung Gear VR,,gear-vr,https://www.igdb.com/platforms/gear-vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Google Stadia,Stadia,328,stadia,https://www.igdb.com/platforms/stadia,,,Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Handheld Electronic LCD,Handheld LCD Game,,handheld-electronic-lcd,https://www.igdb.com/platforms/handheld-electronic-lcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,HP 2100,,,hp2100,https://www.igdb.com/platforms/hp2100,,,hp2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,HP 3000,,369,hp3000,https://www.igdb.com/platforms/hp3000,,,hp3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Hyper Neo Geo 64,,117,hyper-neo-geo-64,https://www.igdb.com/platforms/hyper-neo-geo-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,HyperScan,,686,hyperscan,https://www.igdb.com/platforms/hyperscan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Imlac PDS-1,,,imlac-pds1,https://www.igdb.com/platforms/imlac-pds1,,,imlac-pds1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Intellivision,,312,intellivision,https://www.igdb.com/platforms/intellivision,2,,intellivision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Intellivision Amico,,,intellivision-amico,https://www.igdb.com/platforms/intellivision-amico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,iOS,,248,ios,https://www.igdb.com/platforms/ios,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Leapster,Leapster Learning Game System,689,leapster,https://www.igdb.com/platforms/leapster,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Leapster Explorer/LeadPad Explorer,,,leapster-explorer-slash-leadpad-explorer,https://www.igdb.com/platforms/leapster-explorer-slash-leadpad-explorer,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,LeapTV,LeapTV VCD,690,leaptv,https://www.igdb.com/platforms/leaptv,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Legacy Computer,,,legacy-computer,https://www.igdb.com/platforms/legacy-computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Legacy Mobile Device,Legacy Cellphone,,mobile,https://www.igdb.com/platforms/mobile,,,Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mac,Mac OS,100,mac,https://www.igdb.com/platforms/mac,,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Mega Duck/Cougar Boy,WG-108,687,mega-duck-slash-cougar-boy,https://www.igdb.com/platforms/mega-duck-slash-cougar-boy,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Meta Quest 2,Quest 2,,meta-quest-2,https://www.igdb.com/platforms/meta-quest-2,,,Meta Quest 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Meta Quest 3,,,meta-quest-3,https://www.igdb.com/platforms/meta-quest-3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Microcomputer,,,microcomputer--1,https://www.igdb.com/platforms/microcomputer--1,,,microcomputer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Microvision,,314,microvision--1,https://www.igdb.com/platforms/microvision--1,2,,microvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MSX,,307,msx,https://www.igdb.com/platforms/msx,,,MSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MSX2,,308,msx2,https://www.igdb.com/platforms/msx2,,,MSX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,N-Gage,NGage,258,ngage,https://www.igdb.com/platforms/ngage,6,,NGage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,NEC PC-6000 Series,,370,nec-pc-6000-series,https://www.igdb.com/platforms/nec-pc-6000-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Neo Geo AES,AES,69,neogeoaes,https://www.igdb.com/platforms/neogeoaes,4,,neogeoaes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Neo Geo CD,NGCD,281,neo-geo-cd,https://www.igdb.com/platforms/neo-geo-cd,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Neo Geo MVS,Neo Geo Multi Video System,70,neogeomvs,https://www.igdb.com/platforms/neogeomvs,,,neogeomvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Neo Geo Pocket,NGP,390,neo-geo-pocket,https://www.igdb.com/platforms/neo-geo-pocket,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Neo Geo Pocket Color,NGPC,269,neo-geo-pocket-color,https://www.igdb.com/platforms/neo-geo-pocket-color,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Nuon,,268,nuon,https://www.igdb.com/platforms/nuon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Oculus Go,Go,,oculus-go,https://www.igdb.com/platforms/oculus-go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Oculus Quest,Quest,619,oculus-quest,https://www.igdb.com/platforms/oculus-quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Oculus Rift,Rift,,oculus-rift,https://www.igdb.com/platforms/oculus-rift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Oculus VR,,158,oculus-vr,https://www.igdb.com/platforms/oculus-vr,,,Oculus VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Odyssey,Magnavox Odyssey; Odysee; Odisea; Odissea,,odyssey--1,https://www.igdb.com/platforms/odyssey--1,1,,odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Odyssey 2 / Videopac G7000,Magnavox Odyssey²,112,odyssey-2-slash-videopac-g7000,https://www.igdb.com/platforms/odyssey-2-slash-videopac-g7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,OnLive Game System,,383,onlive-game-system,https://www.igdb.com/platforms/onlive-game-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,OOParts,,,ooparts,https://www.igdb.com/platforms/ooparts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Ouya,,236,ouya,https://www.igdb.com/platforms/ouya,8,,Ouya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Palm OS,Garnet OS,693,palm-os,https://www.igdb.com/platforms/palm-os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PC (Microsoft Windows),mswin,203,win,https://www.igdb.com/platforms/win,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PC Engine SuperGrafx,,364,supergrafx,https://www.igdb.com/platforms/supergrafx,4,,supergrafx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PC-50X Family,,132,pc-50x-family,https://www.igdb.com/platforms/pc-50x-family,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PC-8801,,542,pc-8801,https://www.igdb.com/platforms/pc-8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PC-98,,366,pc-98,https://www.igdb.com/platforms/pc-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PC-FX,,548,pc-fx,https://www.igdb.com/platforms/pc-fx,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PDP-1,Programmed Data Processor-1,,pdp1,https://www.igdb.com/platforms/pdp1,,,pdp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PDP-10,,,pdp10,https://www.igdb.com/platforms/pdp10,,,pdp10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PDP-11,,,pdp11,https://www.igdb.com/platforms/pdp11,,,pdp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PDP-7,,,pdp-7--1,https://www.igdb.com/platforms/pdp-7--1,,,pdp-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PDP-8,,,pdp-8--1,https://www.igdb.com/platforms/pdp-8--1,,,pdp-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Philips CD-i,,288,philips-cd-i,https://www.igdb.com/platforms/philips-cd-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PLATO,Programmed Logic for Automatic Teaching Operations,375,plato--1,https://www.igdb.com/platforms/plato--1,,,plato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Playdate,,,playdate,https://www.igdb.com/platforms/playdate,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Playdia,,532,playdia,https://www.igdb.com/platforms/playdia,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Plug & Play,TV Game,,plug-and-play,https://www.igdb.com/platforms/plug-and-play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,SDS Sigma 7,,,sdssigma7,https://www.igdb.com/platforms/sdssigma7,,,sdssigma7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Sharp MZ-2200,,,sharp-mz-2200,https://www.igdb.com/platforms/sharp-mz-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Sharp X1,,297,x1,https://www.igdb.com/platforms/x1,,,x1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sharp X68000,,306,sharp-x68000,https://www.igdb.com/platforms/sharp-x68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Sinclair QL,Sinclair Quantum Leap,665,sinclair-ql,https://www.igdb.com/platforms/sinclair-ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Sinclair ZX81,ZX81,,sinclair-zx81,https://www.igdb.com/platforms/sinclair-zx81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Sol-20,,,sol-20,https://www.igdb.com/platforms/sol-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,SteamVR,,159,steam-vr,https://www.igdb.com/platforms/steam-vr,,,Steam VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,SwanCrystal,,319,swancrystal,https://www.igdb.com/platforms/swancrystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Tapwave Zodiac,,46,zod,https://www.igdb.com/platforms/zod,,,zod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Tatung Einstein,,368,tatung-einstein,https://www.igdb.com/platforms/tatung-einstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Texas Instruments TI-99,Texas Instruments TI-99/4A,540,ti-99,https://www.igdb.com/platforms/ti-99,,,ti-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Thomson MO5,,537,thomson-mo5,https://www.igdb.com/platforms/thomson-mo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,TRS-80,,372,trs-80,https://www.igdb.com/platforms/trs-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,TRS-80 Color Computer,Tandy Color Computer,541,trs-80-color-computer,https://www.igdb.com/platforms/trs-80-color-computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,TurboGrafx-16/PC Engine,,296,turbografx16--1,https://www.igdb.com/platforms/turbografx16--1,4,,turbografx16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Turbografx-16/PC Engine CD,TG-16CD/PCECD,291,turbografx-16-slash-pc-engine-cd,https://www.igdb.com/platforms/turbografx-16-slash-pc-engine-cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,V.Smile,V.SMILE TV LEARNING SYSTEM,,vsmile,https://www.igdb.com/platforms/vsmile,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,VC 4000,,134,vc-4000,https://www.igdb.com/platforms/vc-4000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Vectrex,,305,vectrex,https://www.igdb.com/platforms/vectrex,2,,vectrex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Watara/QuickShot Supervision,,691,watara-slash-quickshot-supervision,https://www.igdb.com/platforms/watara-slash-quickshot-supervision,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Web browser,Internet,381,browser,https://www.igdb.com/platforms/browser,,,browser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Windows Mixed Reality,WMR,,windows-mixed-reality,https://www.igdb.com/platforms/windows-mixed-reality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Windows Mobile,Pocket PC,,windows-mobile,https://www.igdb.com/platforms/windows-mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Windows Phone,WP,363,winphone,https://www.igdb.com/platforms/winphone,,,Win Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,WonderSwan,WS,263,wonderswan,https://www.igdb.com/platforms/wonderswan,5,,WonderSwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,WonderSwan Color,WSC,261,wonderswan-color,https://www.igdb.com/platforms/wonderswan-color,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Zeebo,,429,zeebo,https://www.igdb.com/platforms/zeebo,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ZX Spectrum,,371,zxs,https://www.igdb.com/platforms/zxs,,,ZXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,